,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Pirkkalan Jasperintie 305,09.04.2015,
1,Y-tunnus,2682384-9,,
2,Kotipaikka,Pirkkala,09.04.2015,
3,Yritysmuoto,Osakeyhtiö,09.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.04.2015,,
6,Viimeisin rekisteröintiajankohta,29.09.2022,29.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.04.2015,,
8,Yrityksen tila,Rekisterissä,09.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,04.05.2015,
12,Postiosoite,c/o Vesa Aro  Fiinanpolku 3 as. 2  28330  Pori  Suomi,,
13,Puhelin,0505523838,,
