,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Korpisen kiinteistöt Oy,31.08.2015,
1,Y-tunnus,2685522-6,,
2,Kotipaikka,Helsinki,31.08.2015,
3,Yritysmuoto,Osakeyhtiö,31.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.08.2015,,
6,Viimeisin rekisteröintiajankohta,09.08.2022,09.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.08.2015,,
8,Yrityksen tila,Rekisterissä,31.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.04.2020,
11,Yhteystiedot,,17.12.2019,
12,Postiosoite,Liinasaarentie 9 A  02160  Espoo  Suomi,,
13,Käyntiosoite,Liinasaarentie 9 A  02160  Espoo  Suomi,,
14,Puhelin,0405851290,,
15,Sähköposti,panu.korpinen(a)gmail.com,,
