,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuljetus J Laukkanen Oy,01.05.2015,
1,Y-tunnus,2686714-7,,
2,Kotipaikka,Kittilä,01.05.2015,
3,Yritysmuoto,Osakeyhtiö,01.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.05.2015,,
6,Viimeisin rekisteröintiajankohta,02.07.2022,02.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.05.2015,,
8,Yrityksen tila,Rekisterissä,01.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.03.2020,
11,Yhteystiedot,,17.04.2015,
12,Postiosoite,Kieringintie 2154  97420  Lohiniva  Suomi,,
13,Käyntiosoite,Kieringintie 2154  97420  Lohiniva  Suomi,,
14,Puhelin,0400-393549,,
15,Sähköposti,kuljetus.j.laukkanen(a)gmail.com,,
