,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,RATA-monitoimi Oy,05.10.2015,
1,Y-tunnus,2711114-9,,
2,Kotipaikka,Tampere,05.10.2015,
3,Yritysmuoto,Osakeyhtiö,05.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.10.2015,,
6,Viimeisin rekisteröintiajankohta,16.06.2021,16.06.2021,
7,Yrityksen tiedot järjestelmässä alkaen,05.10.2015,,
8,Yrityksen tila,Rekisterissä,05.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,25.10.2017,
12,Postiosoite,Pellervonkatu 9 A 406  33540  Tampere  Suomi,,
13,Käyntiosoite,Pellervonkatu 9 A 406  33540  Tampere  Suomi,,
14,Puhelin,"0505508117, 0505508117",,
15,Sähköposti,verne.hartikainen(a)gmail.com,,
