,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Finnteco Oy,20.04.2015,
1,Y-tunnus,2680300-4,,
2,Kotipaikka,Helsinki,20.04.2015,
3,Yritysmuoto,Osakeyhtiö,20.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.04.2015,,
6,Viimeisin rekisteröintiajankohta,04.03.2020,04.03.2020,
7,Yrityksen tiedot järjestelmässä alkaen,20.04.2015,,
8,Yrityksen tila,Rekisterissä,20.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.03.2020,
11,Yhteystiedot,,28.03.2021,
12,Postiosoite,c/o Finnteco OY  Nyppylätie 9  02920  Espoo  Suomi,,
13,Käyntiosoite,c/o Finnteco OY  Nyppylätie 9  02920  Espoo  Suomi,,
14,Puhelin,"+358451248552, +358458883744",,
15,Sähköposti,antspertelson(a)gmail.com,,
