,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hatrix Oy,07.12.2015,
1,Y-tunnus,2724584-1,,
2,Kotipaikka,Ylöjärvi,07.12.2015,
3,Yritysmuoto,Osakeyhtiö,07.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.12.2015,,
6,Viimeisin rekisteröintiajankohta,24.03.2022,24.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.12.2015,,
8,Yrityksen tila,Rekisterissä,07.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,17.12.2018,
12,Postiosoite,Myllyhaantie 2 B 10  33450  Siivikkala  Suomi,,
13,Käyntiosoite,Sammonkatu 46  33540  Tampere  Suomi,,
14,Puhelin,0458758155,,
15,Sähköposti,eliaspelli(a)gmail.com,,
