,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,VFM-Palvelut Oy,01.01.2016,
1,Y-tunnus,2733903-9,,
2,Kotipaikka,Helsinki,01.01.2016,
3,Yritysmuoto,Osakeyhtiö,01.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.01.2016,,
6,Viimeisin rekisteröintiajankohta,15.03.2023,15.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.01.2016,,
8,Yrityksen tila,Rekisterissä,01.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.03.2023,
11,Yhteystiedot,,25.04.2022,
12,Postiosoite,Arvi Kariston katu 4 F 32  13100  Hämeenlinna  Suomi,,
13,Käyntiosoite,Arvi Kariston katu 4 F 32  13100  Hämeenlinna  Suomi,,
14,Puhelin,0405052059,,
15,Sähköposti,asko.saarinen(a)vfm.fi,,
16,Www,http://www.vfm.fi,,
