,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Bratec Oy,29.01.2016,
1,Y-tunnus,2737675-3,,
2,Kotipaikka,Helsinki,29.01.2016,
3,Yritysmuoto,Osakeyhtiö,29.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.01.2016,,
6,Viimeisin rekisteröintiajankohta,04.03.2023,04.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.01.2016,,
8,Yrityksen tila,Rekisterissä,29.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,19.01.2016,
12,Postiosoite,Kivimäentie 56 B  00670  Helsinki  Suomi,,
13,Puhelin,040 540 1311,,
14,Sähköposti,börje.rantala(a)outlook.com,,
