,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,TJH-Service OY,22.12.2015,
1,Y-tunnus,2727708-5,,
2,Kotipaikka,Akaa,22.12.2015,
3,Yritysmuoto,Osakeyhtiö,22.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.12.2015,,
6,Viimeisin rekisteröintiajankohta,22.02.2023,22.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,22.12.2015,,
8,Yrityksen tila,Rekisterissä,22.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.06.2020,
11,Yhteystiedot,,21.12.2015,
12,Postiosoite,Sinivuokontie 5  37830  AKAA  Suomi,,
13,Käyntiosoite,Sinivuokontie 5  37830  AKAA  Suomi,,
14,Puhelin,0407431496,,
15,Sähköposti,tomi.honkala(a)gmail.com,,
