,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KatjaVox Oy,30.04.2015,
1,Y-tunnus,2687077-6,,
2,Kotipaikka,Vantaa,30.04.2015,
3,Yritysmuoto,Osakeyhtiö,30.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.04.2015,,
6,Viimeisin rekisteröintiajankohta,22.04.2022,22.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.04.2015,,
8,Yrityksen tila,Rekisterissä,30.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.10.2019,
11,Yhteystiedot,,16.06.2016,
12,Postiosoite,Ulvilantie 17a N 192  00350  Helsinki  Suomi,,
13,Käyntiosoite,Ulvilantie 17a N 192  00350  Helsinki  Suomi,,
14,Puhelin,040 7222280,,
15,Sähköposti,katja.koski(a)terapeija.fi,,
