,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MastTech Oy,15.12.2015,
1,Y-tunnus,2730417-8,,
2,Kotipaikka,Sotkamo,15.12.2015,
3,Yritysmuoto,Osakeyhtiö,15.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.12.2015,,
6,Viimeisin rekisteröintiajankohta,24.05.2022,24.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.12.2015,,
8,Yrityksen tila,Rekisterissä,15.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.06.2020,
11,Yhteystiedot,,10.05.2021,
12,Postiosoite,c/o VUOKATTI  Linturinteenkatu 6  88610  Vuokatti  Suomi,,
13,Käyntiosoite,c/o VUOKATTI  Linturinteenkatu 6  88610  Vuokatti  Suomi,,
14,Puhelin,0407090895,,
15,Sähköposti,heikki.kaipainen(a)masttech.fi,,
16,Www,http://www.masttech.fi,,
