,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,OTRAPlan Oy,11.02.2016,
1,Y-tunnus,2738997-6,,
2,Kotipaikka,Pudasjärvi,11.02.2016,
3,Yritysmuoto,Osakeyhtiö,11.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.02.2016,,
6,Viimeisin rekisteröintiajankohta,02.07.2020,02.07.2020,
7,Yrityksen tiedot järjestelmässä alkaen,11.02.2016,,
8,Yrityksen tila,Rekisterissä,11.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,23.04.2020,
12,Postiosoite,Huhtotie 21  93100  Pudasjärvi  Suomi,,
13,Käyntiosoite,Huhtotie 21  93100  Pudasjärvi  Suomi,,
14,Sähköposti,arto21liikanen(a)gmail.com,,
