,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Roberts Capital Oy,17.02.2015,
1,Y-tunnus,2675764-2,,
2,Kotipaikka,Helsinki,17.02.2015,
3,Yritysmuoto,Osakeyhtiö,17.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.02.2015,,
6,Viimeisin rekisteröintiajankohta,26.04.2022,26.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,17.02.2015,,
8,Yrityksen tila,Rekisterissä,17.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.01.2020,
11,Yhteystiedot,,14.09.2020,
12,Postiosoite,c/o Roberts Capital Oy  Nuottapolku 3  00330  Helsinki  Suomi,,
13,Käyntiosoite,Nuottapolku 3 as. 2  00330  Helsinki  Suomi,,
