,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,LMP Lännen Maalauspalvelu Oy,13.05.2016,
1,Y-tunnus,2689669-3,,
2,Kotipaikka,Turku,13.05.2016,
3,Yritysmuoto,Osakeyhtiö,18.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.05.2015,,
6,Lakkaamisajankohta,19.10.2017,19.10.2017,
7,Viimeisin rekisteröintiajankohta,19.10.2017,19.10.2017,
8,Yrityksen tiedot järjestelmässä alkaen,18.05.2015,,
9,Yrityksen tila,Lakannut,19.10.2017,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
