,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Noveteks Oy,21.01.2016,
1,Y-tunnus,2737470-7,,
2,Kotipaikka,Espoo,21.01.2016,
3,Yritysmuoto,Osakeyhtiö,21.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.01.2016,,
6,Viimeisin rekisteröintiajankohta,06.08.2022,06.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.01.2016,,
8,Yrityksen tila,Rekisterissä,21.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.07.2020,
11,Yhteystiedot,,19.09.2019,
12,Postiosoite,Mannerheiminaukio 1 H  00100  Helsinki  Suomi,,
13,Käyntiosoite,Mannerheiminaukio 1 H  00100  Helsinki  Suomi,,
14,Puhelin,0449734220,,
15,Sähköposti,mashiro.lisi(a)gmail.com,,
