,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Viking Kuivaustekniikka Oy,20.01.2015,
1,Y-tunnus,2663571-7,,
2,Kotipaikka,Vantaa,20.01.2015,
3,Yritysmuoto,Osakeyhtiö,20.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.01.2015,,
6,Viimeisin rekisteröintiajankohta,02.03.2023,02.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,20.01.2015,,
8,Yrityksen tila,Rekisterissä,20.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.03.2023,
11,Yhteystiedot,,02.01.2015,
12,Postiosoite,Kalkkiuunintie 3  01200  Vantaa  Suomi,,
13,Käyntiosoite,Kalkkiuunintie 3  01200  Vantaa  Suomi,,
14,Puhelin,"+358400458067, +358405548235",,
15,Sähköposti,hakan.helenius(a)gmail.com,,
