,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Prisma Telecom Testing Oy,03.08.2015,
1,Y-tunnus,2702296-3,,
2,Kotipaikka,Helsinki,03.08.2015,
3,Yritysmuoto,Osakeyhtiö,03.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.08.2015,,
6,Lakkaamisajankohta,14.08.2020,14.08.2020,
7,Viimeisin rekisteröintiajankohta,08.09.2020,08.09.2020,
8,Yrityksen tiedot järjestelmässä alkaen,03.08.2015,,
9,Yrityksen tila,Lakannut,14.08.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
