,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Maja Helsinki Oy,26.02.2015,
1,Y-tunnus,2677916-3,,
2,Kotipaikka,Helsinki,26.02.2015,
3,Yritysmuoto,Osakeyhtiö,26.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.02.2015,,
6,Lakkaamisajankohta,12.10.2020,12.10.2020,
7,Viimeisin rekisteröintiajankohta,18.05.2021,18.05.2021,
8,Yrityksen tiedot järjestelmässä alkaen,26.02.2015,,
9,Yrityksen tila,Lakannut,12.10.2020,
10,Yrityksen tilanne,Selvitystilassa,03.12.2018,
11,Yrityksellä on yrityskiinnityksiä,Ei,,
