,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,NicLa Oy,29.07.2015,
1,Y-tunnus,2701895-6,,
2,Kotipaikka,Nurmijärvi,29.07.2015,
3,Yritysmuoto,Osakeyhtiö,29.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.07.2015,,
6,Viimeisin rekisteröintiajankohta,31.12.2022,31.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.07.2015,,
8,Yrityksen tila,Rekisterissä,29.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,29.07.2015,
12,Postiosoite,c/o Lahtela Nico  Urheilutie 3  01900  Nurmijärvi,,
13,Käyntiosoite,c/o Lahtela Nico  Urheilutie 3  01900  Nurmijärvi,,
