,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,BL Ins Oy,24.09.2015,
1,Y-tunnus,2705414-8,,
2,Kotipaikka,Orivesi,24.09.2015,
3,Yritysmuoto,Osakeyhtiö,24.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.09.2015,,
6,Viimeisin rekisteröintiajankohta,30.12.2022,30.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,24.09.2015,,
8,Yrityksen tila,Rekisterissä,24.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.12.2019,
11,Yhteystiedot,,19.08.2015,
12,Postiosoite,Vainiontie 8  35300  Orivesi  Suomi,,
13,Puhelin,"0102532235, 0406374165",,
14,Sähköposti,jussi.suhonen(a)pohjola.fi,,
