,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Teknavi Oy,19.11.2015,
1,Y-tunnus,2724875-1,,
2,Kotipaikka,Helsinki,19.11.2015,
3,Yritysmuoto,Osakeyhtiö,19.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.11.2015,,
6,Viimeisin rekisteröintiajankohta,10.06.2022,10.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.11.2015,,
8,Yrityksen tila,Rekisterissä,19.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.06.2020,
11,Yhteystiedot,,27.01.2021,
12,Postiosoite,c/o Sami Kalsi  Munkkiniemen puistotie 25 C 75  00330  Helsinki  Suomi,,
13,Käyntiosoite,c/o Sami Kalsi  Munkkiniemen puistotie 25 C 75  00330  Helsinki  Suomi,,
14,Puhelin,"0400900368, 0400900368",,
15,Sähköposti,sami.kalsi(a)teknavi.fi,,
16,Www,http://www.teknavi.fi,,
