,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Taksi S. Jakkila Oy,27.11.2015,
1,Y-tunnus,2724940-4,,
2,Kotipaikka,Rovaniemi,27.11.2015,
3,Yritysmuoto,Osakeyhtiö,27.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.11.2015,,
6,Viimeisin rekisteröintiajankohta,04.05.2023,04.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,27.11.2015,,
8,Yrityksen tila,Rekisterissä,27.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,23.01.2023,
12,Postiosoite,c/o Anttilanrannantie 11 B 96900  Anttilanrannantie 11 B  96900  Saarenkylä  Suomi,,
13,Käyntiosoite,Anttilanrannantie 11 B  96900  Saarenkylä  Suomi,,
14,Puhelin,0400394300,,
15,Sähköposti,seppo.jakkila(a)gmail.com,,
