,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Butler Enterprises Oy,19.03.2015,
1,Y-tunnus,2681434-4,,
2,Kotipaikka,Vaasa,19.03.2015,
3,Yritysmuoto,Osakeyhtiö,19.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.03.2015,,
6,Viimeisin rekisteröintiajankohta,25.05.2016,25.05.2016,
7,Yrityksen tiedot järjestelmässä alkaen,19.03.2015,,
8,Yrityksen tila,Rekisterissä,19.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,15.10.2019,
12,Postiosoite,00000  Osoite tuntematon  Suomi,,
13,Puhelin,+358469227577,,
14,Sähköposti,rasmus.lindman(a)feddy.fi,,
15,Www,http://www.feddy.fi,,
