,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Mirzas Jobbservice Ab,16.06.2015,
1,Y-tunnus,2688905-5,,
2,Kotipaikka,Korsnäs,16.06.2015,
3,Yritysmuoto,Osakeyhtiö,16.06.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,16.06.2015,,
6,Viimeisin rekisteröintiajankohta,16.03.2023,16.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,16.06.2015,,
8,Yrityksen tila,Rekisterissä,16.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,30.04.2015,
12,Postiosoite,Bovägen 20  66200  Korsnäs  Suomi,,
13,Käyntiosoite,c/o Mirza Hodzic  Bovägen 20  66200  Korsnäs  Suomi,,
14,Puhelin,0409625254,,
15,Sähköposti,mirza.hodzic1978(a)gmail.com,,
