,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Mikko Kiviranta Oy,14.01.2016,
1,Y-tunnus,2733825-5,,
2,Kotipaikka,Vantaa,14.01.2016,
3,Yritysmuoto,Osakeyhtiö,14.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.01.2016,,
6,Viimeisin rekisteröintiajankohta,27.08.2022,27.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,14.01.2016,,
8,Yrityksen tila,Rekisterissä,14.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.04.2020,
11,Yhteystiedot,,21.02.2023,
12,Postiosoite,Kaakkoisväylä 3 A 10  01480  Vantaa  Suomi,,
13,Käyntiosoite,Kaakkoisväylä 3 A 10  01480  Vantaa  Suomi,,
14,Puhelin,"+358442400967, +358503379695",,
15,Sähköposti,mikko.kiviranta(a)mikkokivirantaoy.fi,,
16,Www,http://www.mikkokivirantaoy.fi,,
