,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Jylhäsalmi Productions Oy,03.12.2015,
1,Y-tunnus,2725893-3,,
2,Kotipaikka,Kuopio,03.12.2015,
3,Yritysmuoto,Osakeyhtiö,03.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.12.2015,,
6,Viimeisin rekisteröintiajankohta,07.05.2022,07.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.12.2015,,
8,Yrityksen tila,Rekisterissä,03.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.12.2021,
11,Yhteystiedot,,01.07.2016,
12,Postiosoite,Kuopionlahdenkatu 31 as. 5  70100  Kuopio  Suomi,,
13,Puhelin,040 5715231,,
14,Sähköposti,juha(a)komediafestivaali.fi,,
15,Www,http://www.komediafestivaali.fi,,
