,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kivikkokangas Oy,04.06.2015,
1,Y-tunnus,2693696-6,,
2,Kotipaikka,Helsinki,04.06.2015,
3,Yritysmuoto,Osakeyhtiö,04.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.06.2015,,
6,Viimeisin rekisteröintiajankohta,23.12.2022,23.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.06.2015,,
8,Yrityksen tila,Rekisterissä,04.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.12.2022,
11,Yhteystiedot,,20.08.2018,
12,Postiosoite,Oskelantie 5 C 23  00320  Helsinki  Suomi,,
13,Käyntiosoite,Oskelantie 5 C 23  00320  Helsinki  Suomi,,
14,Puhelin,0406477130,,
15,Sähköposti,sami.kivikkokangas(a)protonmail.com,,
16,Www,http://www.samikivikkokangas.com,,
