,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ginza Oy,31.07.2015,
1,Y-tunnus,2685120-9,,
2,Kotipaikka,Helsinki,31.07.2015,
3,Yritysmuoto,Osakeyhtiö,31.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.07.2015,,
6,Viimeisin rekisteröintiajankohta,22.07.2022,22.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.07.2015,,
8,Yrityksen tila,Rekisterissä,31.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.02.2021,
11,Yhteystiedot,,28.12.2020,
12,Postiosoite,c/o Saara Helimäki  Välimerenkatu 13 A 23  00180  Helsinki  Suomi,,
13,Käyntiosoite,Temppelikatu 6 B  00100  Helsinki  Suomi,,
14,Puhelin,0405852890,,
15,Sähköposti,s.helimaki(a)outlook.com,,
