,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,OhjausAvain Oy,09.10.2015,
1,Y-tunnus,2714554-1,,
2,Kotipaikka,Helsinki,09.10.2015,
3,Yritysmuoto,Osakeyhtiö,09.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.10.2015,,
6,Viimeisin rekisteröintiajankohta,19.05.2022,19.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.10.2015,,
8,Yrityksen tila,Rekisterissä,09.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.03.2020,
11,Yhteystiedot,,28.01.2023,
12,Postiosoite,c/o Heidi Härkönen  Kulmakatu 3b A 16  00170  Helsinki  Suomi,,
13,Käyntiosoite,c/o Ohjausavain Oy  Neitsytpolku 8  00140  Helsinki  Suomi,,
14,Puhelin,0400-377467,,
15,Sähköposti,jarischoice(a)gmail.com,,
