,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Saarni Invest Oy,09.06.2015,
1,Y-tunnus,2688483-6,,
2,Kotipaikka,Lempäälä,09.06.2015,
3,Yritysmuoto,Osakeyhtiö,09.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.06.2015,,
6,Viimeisin rekisteröintiajankohta,23.02.2023,23.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,09.06.2015,,
8,Yrityksen tila,Rekisterissä,09.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.09.2019,
11,Yhteystiedot,,28.04.2015,
12,Postiosoite,Telinetie 19  33880  Lempäälä  Suomi,,
13,Käyntiosoite,Telinetie 19  33880  Lempäälä  Suomi,,
14,Puhelin,0400159817,,
15,Sähköposti,lasse.niskanen(a)rakennussaarni.fi,,
