,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lasitusliike LasiFox Oy,07.10.2015,
1,Y-tunnus,2713021-9,,
2,Kotipaikka,Helsinki,07.10.2015,
3,Yritysmuoto,Osakeyhtiö,07.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.10.2015,,
6,Lakkaamisajankohta,10.09.2019,10.09.2019,
7,Viimeisin rekisteröintiajankohta,10.09.2019,10.09.2019,
8,Yrityksen tiedot järjestelmässä alkaen,07.10.2015,,
9,Yrityksen tila,Lakannut,10.09.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
