,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,WsKlubi Oy,28.09.2015,
1,Y-tunnus,2712897-9,,
2,Kotipaikka,Vaasa,28.09.2015,
3,Yritysmuoto,Osakeyhtiö,28.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.09.2015,,
6,Viimeisin rekisteröintiajankohta,22.04.2021,22.04.2021,
7,Yrityksen tiedot järjestelmässä alkaen,28.09.2015,,
8,Yrityksen tila,Rekisterissä,28.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.06.2020,
11,Yhteystiedot,,22.09.2015,
12,Postiosoite,c/o Rintamäki  Singsbyntie 182  65280  Vaasa  Suomi,,
13,Käyntiosoite,Varastokatu 9  65100  Vaasa  Suomi,,
14,Puhelin,050 3311786,,
15,Sähköposti,anne.rintamaki(a)netikka.fi,,
