,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MaraCatering Oy,23.09.2021,
1,Y-tunnus,2722112-9,,
2,Kotipaikka,Salo,05.11.2015,
3,Yritysmuoto,Osakeyhtiö,05.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.11.2015,,
6,Viimeisin rekisteröintiajankohta,11.03.2023,11.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,05.11.2015,,
8,Yrityksen tila,Rekisterissä,23.09.2021,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.05.2020,
11,Yhteystiedot,,03.11.2015,
12,Postiosoite,Hakamäentie 156  24130  Salo  Suomi,,
13,Käyntiosoite,Hakamäentie 156  24130  Salo  Suomi,,
14,Puhelin,0400822332,,
15,Sähköposti,virva.korhonen(a)gmail.com,,
