,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Savon Sähköisku Oy,10.04.2015,
1,Y-tunnus,2683149-4,,
2,Kotipaikka,Varkaus,10.04.2015,
3,Yritysmuoto,Osakeyhtiö,10.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.04.2015,,
6,Viimeisin rekisteröintiajankohta,26.05.2022,26.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.04.2015,,
8,Yrityksen tila,Rekisterissä,10.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.05.2021,
11,Yhteystiedot,,17.01.2017,
12,Postiosoite,c/o Pasi Janhunen  Huuhtauksentie 151  78710  Varkaus  Suomi,,
