,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Proslave Oy,06.05.2015,
1,Y-tunnus,2686548-3,,
2,Kotipaikka,Seinäjoki,06.05.2015,
3,Yritysmuoto,Osakeyhtiö,06.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.05.2015,,
6,Lakkaamisajankohta,25.10.2021,25.10.2021,
7,Viimeisin rekisteröintiajankohta,25.10.2021,25.10.2021,
8,Yrityksen tiedot järjestelmässä alkaen,06.05.2015,,
9,Yrityksen tila,Lakannut,25.10.2021,
10,Yrityksen tilanne,Konkurssissa,08.04.2021,
11,Yrityksellä on yrityskiinnityksiä,Ei,,
