,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,ProtosDemos Oy,17.06.2015,
1,Y-tunnus,2692920-5,,
2,Kotipaikka,Salo,17.06.2015,
3,Yritysmuoto,Osakeyhtiö,17.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.06.2015,,
6,Viimeisin rekisteröintiajankohta,27.09.2022,27.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,17.06.2015,,
8,Yrityksen tila,Rekisterissä,17.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,26.05.2015,
12,Postiosoite,Vesalantie 6  24910  Halikko As  Suomi,,
13,Käyntiosoite,Vesalantie 6  24910  Halikko As  Suomi,,
14,Sähköposti,lasse.laine(a)protosdemos.fi,,
15,Www,http://www.protosdemos.fi,,
