,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Advizer Oy,16.12.2015,
1,Y-tunnus,2730462-9,,
2,Kotipaikka,Helsinki,16.12.2015,
3,Yritysmuoto,Osakeyhtiö,16.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.12.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,16.12.2015,,
8,Yrityksen tila,Rekisterissä,16.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.06.2020,
11,Yhteystiedot,,09.12.2015,
12,Postiosoite,Krogiuksentie 6 C  00340  Helsinki  Suomi,,
13,Käyntiosoite,Krogiuksentie 6 C  00340  Helsinki  Suomi,,
14,Puhelin,"0400427835, 0400427835",,
15,Sähköposti,soinipekka01(a)gmail.com,,
