,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Sipilänmutka,27.08.2015,
1,Y-tunnus,2706296-5,,
2,Kotipaikka,Tammela,27.08.2015,
3,Yritysmuoto,Osakeyhtiö,27.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.08.2015,,
6,Viimeisin rekisteröintiajankohta,04.02.2023,04.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,27.08.2015,,
8,Yrityksen tila,Rekisterissä,27.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.07.2020,
11,Yhteystiedot,,27.08.2015,
12,Postiosoite,c/o Valkama Teemu ja Anne  Härkätie 134  31380  Letku,,
