,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nepal Momo Square OY,28.04.2015,
1,Y-tunnus,2685738-7,,
2,Kotipaikka,Helsinki,28.04.2015,
3,Yritysmuoto,Osakeyhtiö,28.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.04.2015,,
6,Viimeisin rekisteröintiajankohta,09.03.2023,09.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,28.04.2015,,
8,Yrityksen tila,Rekisterissä,28.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,07.11.2022,
12,Postiosoite,c/o Ravintola Gurkhali  Turuntie 2  30420  Forssa  Suomi,,
13,Käyntiosoite,c/o Ravintola Gurkhali  Turuntie 2  30420  Forssa  Suomi,,
14,Puhelin,00358440803803,,
15,Sähköposti,hirakharel11(a)gmail.com,,
16,Www,http://www.gurkhali.fi,,
