,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lapin Leuka Oy,18.03.2016,
1,Y-tunnus,2734343-3,,
2,Kotipaikka,Rovaniemi,18.03.2016,
3,Yritysmuoto,Osakeyhtiö,18.03.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.03.2016,,
6,Viimeisin rekisteröintiajankohta,12.04.2023,12.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,18.03.2016,,
8,Yrityksen tila,Rekisterissä,18.03.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.06.2020,
11,Yhteystiedot,,04.01.2016,
12,Postiosoite,Kolpeneentie 4  96400  Rovaniemi  Suomi,,
13,Käyntiosoite,Kolpeneentie 4  96400  Rovaniemi  Suomi,,
14,Puhelin,0400589152,,
15,Sähköposti,aki.tuomanen(a)fimnet.fi,,
