,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Osakeyhtiö Koskenniska Ylivieska,02.06.2015,
1,Y-tunnus,2684822-9,,
2,Kotipaikka,Helsinki,02.06.2015,
3,Yritysmuoto,Osakeyhtiö,02.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.06.2015,,
6,Viimeisin rekisteröintiajankohta,12.04.2022,12.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.06.2015,,
8,Yrityksen tila,Rekisterissä,02.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.04.2022,
11,Yhteystiedot,,02.04.2015,
12,Postiosoite,Hämeentie 68 C 44  00550  Helsinki  Suomi,,
13,Käyntiosoite,Hämeentie 68 C 44  00550  Helsinki  Suomi,,
14,Puhelin,"0505594848, 0505594848",,
15,Sähköposti,kaisa.koskinen(a)tilikoskinen.fi,,
