,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Joe's Fishing Oy,24.06.2015,
1,Y-tunnus,2695050-6,,
2,Kotipaikka,Savitaipale,24.06.2015,
3,Yritysmuoto,Osakeyhtiö,24.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.06.2015,,
6,Viimeisin rekisteröintiajankohta,19.03.2023,19.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,24.06.2015,,
8,Yrityksen tila,Rekisterissä,24.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,19.03.2023,
11,Yhteystiedot,,08.06.2015,
12,Postiosoite,Haltiakuja 4 H 24  04230  Kerava  Suomi,,
13,Käyntiosoite,Haltiakuja 4 H 24  04230  Kerava  Suomi,,
14,Puhelin,0401377555,,
15,Sähköposti,opkarine(a)gmail.com,,
