,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rakennus JOVE Oy,11.02.2015,
1,Y-tunnus,2664050-8,,
2,Kotipaikka,Espoo,11.02.2015,
3,Yritysmuoto,Osakeyhtiö,11.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.02.2015,,
6,Viimeisin rekisteröintiajankohta,22.04.2022,22.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.02.2015,,
8,Yrityksen tila,Rekisterissä,11.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.02.2021,
11,Yhteystiedot,,07.01.2015,
12,Postiosoite,Soukansalmentie 26  02360  Espoo  Suomi,,
13,Käyntiosoite,Soukansalmentie 26  02360  Espoo  Suomi,,
14,Puhelin,050 499 4826,,
15,Sähköposti,jouniveh(a)hotmail.com,,
