,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Helsingin Seudun LVI-työt Oy,29.01.2015,
1,Y-tunnus,2664932-6,,
2,Kotipaikka,Heinola,29.01.2015,
3,Yritysmuoto,Osakeyhtiö,29.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.01.2015,,
6,Lakkaamisajankohta,21.07.2021,21.07.2021,
7,Viimeisin rekisteröintiajankohta,21.07.2021,21.07.2021,
8,Yrityksen tiedot järjestelmässä alkaen,29.01.2015,,
9,Yrityksen tila,Lakannut,21.07.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
