,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,TTT-Service Oy,15.04.2015,
1,Y-tunnus,2684796-3,,
2,Kotipaikka,Savonlinna,15.04.2015,
3,Yritysmuoto,Osakeyhtiö,15.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.04.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2022,11.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.04.2015,,
8,Yrityksen tila,Rekisterissä,15.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,05.02.2019,
12,Postiosoite,Sudentie 22  58900  Rantasalmi  Suomi,,
13,Käyntiosoite,Sudentie 22  58900  Rantasalmi  Suomi,,
14,Puhelin,050 3239334,,
15,Sähköposti,tttserviceoy(a)gmail.com,,
