,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tervakosken kukkakauppa Oy,30.04.2015,
1,Y-tunnus,2687746-8,,
2,Kotipaikka,Janakkala,30.04.2015,
3,Yritysmuoto,Osakeyhtiö,30.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.04.2015,,
6,Viimeisin rekisteröintiajankohta,10.12.2022,10.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.04.2015,,
8,Yrityksen tila,Rekisterissä,30.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.12.2019,
11,Yhteystiedot,,23.04.2015,
12,Postiosoite,Kirkkotie 9  12400  Tervakoski  Suomi,,
13,Käyntiosoite,Kirkkotie 9  12400  Tervakoski  Suomi,,
14,Puhelin,"019 766 276, 050 365 3675",,
15,Sähköposti,salla.hakasuo(a)hotmail.com,,
