,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Cunelius Oy,04.05.2015,
1,Y-tunnus,2687983-4,,
2,Kotipaikka,Vantaa,04.05.2015,
3,Yritysmuoto,Osakeyhtiö,04.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.05.2015,,
6,Viimeisin rekisteröintiajankohta,14.07.2021,14.07.2021,
7,Yrityksen tiedot järjestelmässä alkaen,04.05.2015,,
8,Yrityksen tila,Rekisterissä,04.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.07.2021,
11,Yhteystiedot,,18.08.2021,
12,Postiosoite,kaivokselantie 5 B 11  01610  Vantaa  Suomi,,
13,Käyntiosoite,kaivokselantie 5 B 11  01610  Vantaa  Suomi,,
14,Puhelin,"0468844659, +358 46 8844659",,
15,Sähköposti,Cunelius.oy22(a)gmail.com,,
