,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sasi Consulting Oy,13.01.2016,
1,Y-tunnus,2733809-5,,
2,Kotipaikka,Tampere,13.01.2016,
3,Yritysmuoto,Osakeyhtiö,13.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.01.2016,,
6,Viimeisin rekisteröintiajankohta,07.04.2023,07.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,13.01.2016,,
8,Yrityksen tila,Rekisterissä,13.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.03.2020,
11,Yhteystiedot,,29.12.2015,
12,Postiosoite,c/o Kimmo Sasi  Hämeenpuisto 27 A 16  33210  Tampere  Suomi,,
13,Käyntiosoite,c/o Kimmo Sasi  Hämeenpuisto 27 A 16  33210  Tampere  Suomi,,
14,Puhelin,+358505113148,,
15,Sähköposti,kimmosasi(a)gmail.com,,
