,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oulun Autohuolto Oy,20.02.2018,
1,Y-tunnus,2713043-8,,
2,Kotipaikka,Oulu,02.10.2015,
3,Yritysmuoto,Osakeyhtiö,02.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.10.2015,,
6,Viimeisin rekisteröintiajankohta,09.07.2020,09.07.2020,
7,Yrityksen tiedot järjestelmässä alkaen,02.10.2015,,
8,Yrityksen tila,Rekisterissä,02.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,25.01.2018,
12,Postiosoite,Lattusentie 12  90840  Haukipudas  Suomi,,
13,Käyntiosoite,Lattusentie 12  90840  Haukipudas  Suomi,,
14,Sähköposti,mikko.seppanen(a)orh.fi,,
