,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Way To Move Oy,04.08.2015,
1,Y-tunnus,2701547-2,,
2,Kotipaikka,Hyvinkää,04.08.2015,
3,Yritysmuoto,Osakeyhtiö,04.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.08.2015,,
6,Viimeisin rekisteröintiajankohta,17.03.2023,17.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.08.2015,,
8,Yrityksen tila,Rekisterissä,04.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.03.2023,
11,Yhteystiedot,,27.12.2022,
12,Postiosoite,PL 28  05801  Hyvinkää  Suomi,,
13,Käyntiosoite,c/o Sampotalo  Kauppatori 1  05800  Hyvinkää  Suomi,,
14,Puhelin,0505144740,,
15,Sähköposti,henna(a)waytomove.fi,,
16,Www,http://www.waytomove.fi,,
