,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Strs Consulting Oy,27.08.2015,
1,Y-tunnus,2705547-4,,
2,Kotipaikka,Hyvinkää,27.08.2015,
3,Yritysmuoto,Osakeyhtiö,27.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.08.2015,,
6,Viimeisin rekisteröintiajankohta,25.03.2022,25.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.08.2015,,
8,Yrityksen tila,Rekisterissä,27.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.10.2019,
11,Yhteystiedot,,27.05.2019,
12,Postiosoite,Tiilitehtaantie 23  05830  Hyvinkää  Suomi,,
13,Käyntiosoite,Tiilitehtaantie 23  05830  Hyvinkää  Suomi,,
14,Puhelin,"+358456437399, +358456437399",,
15,Sähköposti,jukka.brunfeldt(a)strs.fi,,
