,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pallihatti Holding & Consulting Oy,06.03.2019,
1,Y-tunnus,2685558-4,,
2,Kotipaikka,Raasepori,06.05.2015,
3,Yritysmuoto,Osakeyhtiö,06.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.05.2015,,
6,Viimeisin rekisteröintiajankohta,02.06.2022,02.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.05.2015,,
8,Yrityksen tila,Rekisterissä,06.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,31.03.2020,
11,Yhteystiedot,,30.10.2018,
12,Postiosoite,c/o Leinonen  Kuparivasarantie 1 C  10470  Fiskari  Suomi,,
13,Käyntiosoite,c/o Leinonen  Kuparivasarantie 1 C  10470  Fiskari  Suomi,,
14,Puhelin,0409381411,,
15,Sähköposti,malty.jari(a)gmail.com,,
