,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KLK-terveys oy,22.01.2016,
1,Y-tunnus,2734682-9,,
2,Kotipaikka,Rauma,22.01.2016,
3,Yritysmuoto,Osakeyhtiö,22.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.01.2016,,
6,Viimeisin rekisteröintiajankohta,10.02.2023,10.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,22.01.2016,,
8,Yrityksen tila,Rekisterissä,22.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.03.2020,
11,Yhteystiedot,,05.01.2016,
12,Postiosoite,Kukonkarinkatu 23  26100  Rauma  Suomi,,
13,Käyntiosoite,Kukonkarinkatu 23  26100  Rauma  Suomi,,
14,Sähköposti,kaisa.leena(a)outlook.com,,
