,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Commentarius Oy,12.11.2015,
1,Y-tunnus,2715453-6,,
2,Kotipaikka,Helsinki,12.11.2015,
3,Yritysmuoto,Osakeyhtiö,12.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.11.2015,,
6,Viimeisin rekisteröintiajankohta,11.03.2023,11.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,12.11.2015,,
8,Yrityksen tila,Rekisterissä,12.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.10.2022,
11,Yhteystiedot,,30.10.2022,
12,Postiosoite,c/o Valtonen  Laukkaniementie 1 E 29  00200  Helsinki  Suomi,,
13,Puhelin,+358504155300,,
