,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ivalon Rakennus ja Lvi Oy,22.03.2017,
1,Y-tunnus,2704697-3,,
2,Kotipaikka,Inari,24.08.2015,
3,Yritysmuoto,Osakeyhtiö,24.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.08.2015,,
6,Viimeisin rekisteröintiajankohta,17.01.2022,17.01.2022,
7,Yrityksen tiedot järjestelmässä alkaen,24.08.2015,,
8,Yrityksen tila,Rekisterissä,24.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.02.2021,
11,Yhteystiedot,,15.08.2015,
12,Postiosoite,Pumpulitie 8  99800  Ivalo  Suomi,,
13,Käyntiosoite,Pumpulitie 8  99800  Ivalo  Suomi,,
14,Puhelin,0407235326,,
15,Sähköposti,jaripenttinen1(a)gmail.com,,
