,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ranran Oy,23.01.2015,
1,Y-tunnus,2665776-4,,
2,Kotipaikka,Helsinki,23.01.2015,
3,Yritysmuoto,Osakeyhtiö,23.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.01.2015,,
6,Viimeisin rekisteröintiajankohta,17.03.2023,17.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,23.01.2015,,
8,Yrityksen tila,Rekisterissä,23.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.03.2023,
11,Yhteystiedot,,13.01.2015,
12,Postiosoite,Kirkkokatu 1b A 6  00170  Helsinki  Suomi,,
13,Puhelin,050 500 3187,,
14,Sähköposti,risto.ranki(a)elisanet.fi,,
