,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nyfelt MSA Ab,05.08.2015,
1,Y-tunnus,2700456-2,,
2,Kotipaikka,Pietarsaari,19.05.2016,
3,Yritysmuoto,Osakeyhtiö,05.08.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,05.08.2015,,
6,Viimeisin rekisteröintiajankohta,06.05.2022,06.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.08.2015,,
8,Yrityksen tila,Rekisterissä,05.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.03.2020,
11,Yhteystiedot,,27.06.2019,
12,Postiosoite,Rågrindsvägen 5  68620  Jakobstad  Suomi,,
13,Käyntiosoite,Rågrindsvägen 5  68620  Jakobstad  Suomi,,
14,Puhelin,0505407157,,
15,Sähköposti,nyfelt.mathias(a)gmail.com,,
