,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Itäreimarin Kotihoito Oy,16.07.2015,
1,Y-tunnus,2697697-6,,
2,Kotipaikka,Pori,16.07.2015,
3,Yritysmuoto,Osakeyhtiö,16.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.07.2015,,
6,Viimeisin rekisteröintiajankohta,29.07.2022,29.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,16.07.2015,,
8,Yrityksen tila,Rekisterissä,16.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.06.2020,
11,Yhteystiedot,,19.08.2020,
12,Käyntiosoite,Valtakatu 12 C  28100  Pori  Suomi,,
13,Puhelin,"0444556507, 0444556507",,
14,Sähköposti,elina.palomaki(a)alinahoivatiimi.fi,,
15,Www,http://www.alinahoivatiimi.fi,,
