,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Evexys Biotech Oy,26.10.2015,
1,Y-tunnus,2719085-2,,
2,Kotipaikka,Espoo,26.10.2015,
3,Yritysmuoto,Osakeyhtiö,26.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.10.2015,,
6,Viimeisin rekisteröintiajankohta,15.03.2023,15.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,26.10.2015,,
8,Yrityksen tila,Rekisterissä,26.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.03.2023,
11,Yhteystiedot,,20.10.2015,
12,Postiosoite,Ajokoirantie 9 C  02940  Espoo  Suomi,,
13,Puhelin,0505691902,,
14,Sähköposti,ksaksela(a)gmail.com,,
