,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sulju Oy,23.10.2015,
1,Y-tunnus,2718557-8,,
2,Kotipaikka,Helsinki,23.10.2015,
3,Yritysmuoto,Osakeyhtiö,23.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.10.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.10.2015,,
8,Yrityksen tila,Rekisterissä,23.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.04.2020,
11,Yhteystiedot,,28.08.2020,
12,Postiosoite,c/o Ville Pekkinen  Kesälahdentie 990  58520  Hiukkajoki  Suomi,,
13,Käyntiosoite,c/o Ville Pekkinen  Kesälahdentie 990  58520  Hiukkajoki  Suomi,,
14,Puhelin,0445678987,,
15,Sähköposti,suljuoy(a)hotmail.com,,
