,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Adagar Oy,02.04.2015,
1,Y-tunnus,2680416-2,,
2,Kotipaikka,Pori,02.04.2015,
3,Yritysmuoto,Osakeyhtiö,02.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.04.2015,,
6,Viimeisin rekisteröintiajankohta,28.09.2022,28.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.04.2015,,
8,Yrityksen tila,Rekisterissä,02.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.06.2020,
11,Yhteystiedot,,23.09.2016,
12,Postiosoite,Ketunpolku 9  28400  Ulvila  Suomi,,
13,Puhelin,041 4342 725,,
14,Sähköposti,aleksi.salmi(a)pp.nic.fi,,
