,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Osteopaatti Harri Mäkelä Oy,01.10.2015,
1,Y-tunnus,2713455-1,,
2,Kotipaikka,Mänttä-Vilppula,01.10.2015,
3,Yritysmuoto,Osakeyhtiö,01.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.10.2015,,
6,Viimeisin rekisteröintiajankohta,07.07.2022,07.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.10.2015,,
8,Yrityksen tila,Rekisterissä,01.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.07.2020,
11,Yhteystiedot,,01.09.2021,
12,Postiosoite,Raiviontie 111  35700  Vilppula  Suomi,,
13,Käyntiosoite,Laivarannankatu 3 C 25  35820  Mänttä  Suomi,,
