,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Satulinna Resort Oy,11.11.2015,
1,Y-tunnus,2723303-1,,
2,Kotipaikka,Hirvensalmi,11.11.2015,
3,Yritysmuoto,Osakeyhtiö,11.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.11.2015,,
6,Viimeisin rekisteröintiajankohta,23.04.2022,23.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.11.2015,,
8,Yrityksen tila,Rekisterissä,11.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.06.2021,
11,Yhteystiedot,,06.11.2015,
12,Postiosoite,Tiilimäki 29 as. 3  00330  Helsinki  Suomi,,
13,Käyntiosoite,Yrttitie 21  52550  Hirvensalmi  Suomi,,
14,Puhelin,0505534577,,
15,Sähköposti,marisa(a)slotline.fi,,
16,Www,http://www.satulinna.fi,,
