,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Villex Oy,21.08.2015,
1,Y-tunnus,2702616-3,,
2,Kotipaikka,Vantaa,21.08.2015,
3,Yritysmuoto,Osakeyhtiö,21.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.08.2015,,
6,Viimeisin rekisteröintiajankohta,08.11.2022,08.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.08.2015,,
8,Yrityksen tila,Rekisterissä,21.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,10.10.2017,
12,Postiosoite,Ketunkuja 8  04230  Kerava  Suomi,,
13,Puhelin,0449959260,,
14,Sähköposti,willex.spr(a)gmail.com,,
